Id_vente;id_bien;Date_mutation;Nature_mutation;Valeur fonciere;Surface Carrez ;Nombre pieces
13766;12377;2020-05-20;Vente;65610;31,79;2
13767;12378;2020-05-26;Vente;158000;75,65;4
13768;12316;2020-05-20;Vente;72000;54,77;3
13769;12379;2020-05-25;Vente;74670;48,4;2
13770;12380;2020-05-25;Vente;118250;68,79;4
13771;12381;2020-05-14;Vente;207500;88,41;5
13772;12382;2020-05-14;Vente;90500;88,39;4
13773;12383;2020-06-08;Vente;71407;34,34;1
13774;12384;2020-05-26;Vente;71500;30,59;2
13775;12385;2020-05-29;Vente;116500;69,33;4
13776;12386;2020-06-08;Vente;27000;19,6;1
13777;12387;2020-02-07;Vente;60600;31,43;2
13778;12388;2020-06-04;Vente;90000;46;2
13779;12389;2020-05-29;Vente;83660;41,13;3
13780;12390;2020-06-10;Vente;36000;33,56;1
13781;12391;2020-05-28;Vente;132500;60,69;3
13782;12392;2020-02-24;Vente;113500;55,74;3
13783;12393;2020-06-08;Vente;47500;27,12;1
13784;12394;2020-06-09;Vente;50000;85,68;3
13785;12395;2020-05-20;Vente;103000;42,63;2
13786;12396;2020-05-05;Vente;90000;56,73;3
13787;12397;2020-06-02;Vente;58000;25,38;1
13788;12398;2020-06-05;Vente;69000;12,2;2
13789;12399;2020-06-10;Vente;96500;76,24;4
13790;12400;2020-05-22;Vente;125500;76,23;4
13791;12393;2020-06-05;Vente;57726;27;1
13792;12401;2020-05-29;Vente;214000;83,07;3
13793;12402;2020-06-02;Vente;232500;88,46;4
13794;12403;2020-05-29;Vente;84000;67,04;3
13795;12404;2020-06-01;Vente;123500;70,98;3
13796;12405;2020-05-29;Vente;62000;66,88;4
13797;12406;2020-05-29;Vente;41690;22,72;1
13798;12337;2020-06-11;Vente;65000;56,02;3
13799;12407;2020-06-10;Vente;73000;42,22;2
13800;12408;2020-06-04;Vente;318250;159,15;4
13801;12409;2020-06-12;Vente;43000;29,83;2
13802;12410;2020-05-29;Vente;48000;28,23;1
13803;12411;2020-06-03;Vente;65500;38,73;2
13804;12412;2020-06-18;Vente;78000;48,12;2
13805;12413;2020-05-26;Vente;78000;37,33;2
13806;12414;2020-05-29;Vente;218000;110,05;4
13807;12415;2020-06-17;Vente;52000;54,07;3
13808;12416;2020-06-15;Vente;30000;26,39;1
13809;12417;2020-06-05;Vente;325500;205,17;1
13810;12418;2020-06-12;Vente;146000;61,42;3
13811;12323;2020-06-01;Vente;106000;74,32;4
13812;12419;2020-06-15;Vente;105010;62,38;2
13813;12420;2020-06-17;Vente;56000;44,58;2
13814;12350;2020-06-12;Vente;105500;71,4;4
13815;12421;2020-05-15;Vente;53300;74,13;4
13816;12422;2020-06-05;Vente;267000;134,4;3
13817;12423;2020-06-22;Vente;57000;45,14;2
13818;12424;2020-06-11;Vente;173000;76,48;4
13819;12425;2020-06-11;Vente;88400;34,45;2
13820;12415;2020-06-11;Vente;75000;69,21;4
13821;12347;2020-05-29;Vente;95000;54;3
13822;12426;2020-05-29;Vente;154000;89,59;4
13823;12407;2020-06-22;Vente;65000;53,91;3
13824;12427;2020-06-24;Vente;96500;52,53;3
13825;12428;2020-05-29;Vente;54000;36,54;1
13826;12429;2020-06-26;Vente;45000;30,06;1
13827;12430;2020-04-22;Vente;86500;65,17;3
13828;12431;2020-06-19;Vente;113590;48,02;3
13829;12432;2020-06-10;Vente;138500;99,53;5
13830;12433;2020-06-25;Vente;46000;20,25;1
13831;12434;2020-04-10;Vente;77500;69,47;3
13832;12435;2020-04-06;Vente;103000;65,35;3
13833;12436;2020-04-22;Vente;152000;95,48;3
13834;12437;2020-04-30;Vente;106840;78,56;2
13835;12438;2020-04-15;Vente;120000;72,52;4
13836;12439;2020-04-30;Vente;33000;46,97;1
13837;12440;2020-04-30;Vente;149815;67,02;4
13838;12441;2020-04-28;Vente;103608;83,1;3
13839;12442;2020-04-17;Vente;104000;62,73;3
13840;12443;2020-04-30;Vente;54510;42,46;2
13841;12444;2020-05-12;Vente;122070;64,46;2
13842;12445;2020-05-28;Vente;40608;35,47;1
13843;12446;2020-05-26;Vente;57000;41,96;2
13844;12447;2020-06-12;Vente;67000;70;3
13845;12448;2020-06-03;Vente;16400;16,82;1
13846;12449;2020-06-16;Vente;42560;40,58;2
13847;12450;2020-06-11;Vente;40500;42,2;2
13848;12451;2020-06-11;Vente;38000;20,99;1
13849;12452;2020-01-06;Vente;130000;54,68;2
13850;12453;2020-01-17;Vente;550000;68,03;2
13851;12454;2020-01-10;Vente;275500;84,26;4
13852;12455;2020-01-31;Vente;162000;37,51;1
13853;12456;2020-02-18;Vente;162000;63,77;3
13854;12457;2020-03-16;Vente;550000;82,32;4
13855;12458;2020-03-13;Vente;107400;79,95;3
13856;12459;2020-03-12;Vente;218000;64,11;3
13857;12460;2020-03-11;Vente;88000;27,82;2
13858;12461;2020-03-06;Vente;460000;81,15;4
13859;12462;2020-03-12;Vente;615000;107,49;5
13860;12463;2020-03-30;Vente;215050;40,7;1
13861;12464;2020-03-06;Vente;228000;62,76;3
13862;12465;2020-03-06;Vente;170000;44,5;2
13863;12466;2020-03-12;Vente;139090;29,02;2
13864;12467;2020-03-11;Vente;183300;26,24;1
13865;12468;2020-03-13;Vente;145000;61,21;3
13866;12469;2020-03-10;Vente;210150;77,57;4
13867;12470;2020-03-06;Vente;178000;42,24;2
13868;12471;2020-03-17;Vente;148400;46,3;1
13869;12472;2020-04-09;Vente;285000;56,87;3
13870;12473;2020-04-03;Vente;305000;86,98;2
13871;12474;2020-04-14;Vente;265000;74,28;3
13872;12475;2020-03-16;Vente;169000;52,32;3
13873;12476;2020-04-24;Vente;126000;41,13;2
13874;12477;2020-04-06;Vente;320000;82,1;3
13875;12478;2020-04-17;Vente;490000;62,03;3
13876;12479;2020-04-03;Vente;132000;35,8;1
13877;12480;2020-03-30;Vente;195000;61,04;3
13878;12481;2020-04-09;Vente;353350;82,84;4
13879;12482;2020-03-09;Vente;201000;87,19;4
13880;12463;2020-03-10;Vente;154000;40,23;2
13881;12483;2020-04-28;Vente;310000;42,26;2
13882;12484;2020-05-06;Vente;87000;33,79;2
13883;12485;2020-04-20;Vente;166000;20,6;1
13884;12486;2020-04-17;Vente;226499;61,4;3
13885;12487;2020-04-16;Vente;215000;58,67;3
13886;12488;2020-04-27;Vente;170000;63,18;3
13887;12489;2020-05-13;Vente;148500;22,75;1
13888;12490;2020-04-29;Vente;93000;41,54;2
13889;12491;2020-05-15;Vente;167000;50,54;2
13890;12492;2020-06-15;Vente;116000;36,32;1
13891;12493;2020-06-12;Vente;56000;30,69;2
13892;12494;2020-06-05;Vente;145450;77,75;3
13893;12495;2020-05-29;Vente;210865;66,31;3
13894;12496;2020-05-29;Vente;155000;33,49;2
13895;12497;2020-06-26;Vente;135000;45,57;2
13896;12498;2020-01-24;Vente;203500;65,43;3
13897;12499;2020-01-14;Vente;285000;32,78;1
13898;12500;2020-01-17;Vente;440000;107,2;5
13899;12501;2020-01-08;Vente;145000;57,07;2
13900;12502;2020-01-30;Vente;537575;103,35;3
13901;12503;2020-01-29;Vente;65000;84,23;4
13902;12504;2020-01-23;Vente;90000;71,07;4
13903;12505;2020-02-07;Vente;11055;39,22;2
13904;12506;2020-02-06;Vente;47000;76,46;4
13905;12507;2020-02-26;Vente;106800;35,84;3
13906;12508;2020-03-13;Vente;83600;74,81;4
13907;12509;2020-02-25;Vente;215000;53,47;3
13908;12510;2020-03-05;Vente;81400;28,44;1
13909;12511;2020-03-12;Vente;56416;45,49;3
13910;12512;2020-03-05;Vente;96340;105,44;2
13911;12513;2020-02-27;Vente;97000;34,24;2
13912;12514;2020-03-09;Vente;188785;89,25;4
13913;12515;2020-02-29;Vente;120000;37,96;3
13914;12516;2020-03-16;Vente;66900;30,36;3
13915;12517;2020-03-12;Vente;67000;53,13;3
13916;12518;2020-03-05;Vente;55000;55,42;3
13917;12519;2020-03-12;Vente;109000;88,4;4
13918;12520;2020-03-06;Vente;140140;45,92;3
13919;12521;2020-03-13;Vente;28630;31,16;1
13920;12522;2020-03-05;Vente;91700;57,18;3
13921;12523;2020-01-22;Vente;28500;21,2;1
13922;12524;2020-03-04;Vente;39310;53,43;3
13923;12525;2020-02-28;Vente;63000;85,82;4
13924;12526;2020-03-06;Vente;27000;10,33;1
13925;12527;2020-03-10;Vente;46500;76,35;4
13926;12528;2020-03-10;Vente;61240;60,81;3
13927;12529;2020-03-09;Vente;56500;32,18;1
13928;12530;2020-03-10;Vente;65000;47,72;2
13929;12531;2020-02-14;Vente;106200;33,98;2
13930;12532;2020-03-10;Vente;130130;92,7;5
13931;12533;2020-03-10;Vente;112000;74,7;4
13932;12534;2020-03-13;Vente;60000;55,48;3
13933;12527;2020-03-06;Vente;51990;48,76;2
13934;12535;2020-03-27;Vente;75000;101,29;3
13935;12536;2020-03-16;Vente;85000;71,65;3
13936;12537;2020-03-09;Vente;124000;65,46;3
13937;12538;2020-03-23;Vente;56000;73,32;3
13938;12539;2020-03-12;Vente;76000;34,5;1
13939;12540;2020-03-13;Vente;34300;27,49;1
13940;12506;2020-03-27;Vente;50500;65,42;3
13941;12541;2020-04-02;Vente;56755;32,07;1
13942;12542;2020-04-14;Vente;146500;55,15;3
13943;12543;2020-04-07;Vente;126000;39,66;3
13944;12544;2020-04-22;Vente;26000;23,28;1
13945;12545;2020-04-28;Vente;108000;58,92;3
13946;12546;2020-04-28;Vente;126810;99,24;4
13947;12547;2020-04-22;Vente;122635;53,68;3
13948;12548;2020-04-16;Vente;46715;24,44;2
13949;12529;2020-04-15;Vente;50026;27,39;1
13950;12549;2020-05-07;Vente;63000;74,55;2
13951;12550;2020-04-23;Vente;214000;105,46;3
13952;12551;2020-04-30;Vente;181480;104,32;4
13953;12552;2020-04-28;Vente;108000;42,71;2
13954;12553;2020-04-16;Vente;107890;104;4
13955;12554;2020-04-22;Vente;79000;33,57;2
13956;12555;2020-04-30;Vente;60000;18,44;1
13957;12556;2020-04-24;Vente;38500;15,95;2
13958;12557;2020-04-27;Vente;245000;76,51;3
13959;12558;2020-04-29;Vente;82700;35,61;3
13960;12559;2020-03-05;Vente;67000;43,36;2
13961;12560;2020-03-03;Vente;46000;32,1;1
13962;12561;2020-03-03;Vente;36149;72,83;3
13963;12562;2020-03-07;Vente;80190;35,48;2
13964;12506;2020-05-18;Vente;56100;68,01;3
13965;12563;2020-04-29;Vente;99520;59,46;5
13966;12564;2020-04-27;Vente;75000;30,14;1
13967;12565;2020-04-29;Vente;36000;26,87;1
13968;12566;2020-05-22;Vente;47000;59,07;2
13969;12567;2020-05-04;Vente;38500;52,28;2
13970;12568;2020-05-05;Vente;76000;67,48;3
13971;12569;2020-05-07;Vente;49020;48,36;2
13972;12570;2020-05-07;Vente;57000;53,75;3
13973;12571;2020-05-22;Vente;127000;112,93;3
13974;12572;2020-05-12;Vente;73500;49,96;3
13975;12573;2020-05-25;Vente;40000;39,77;2
13976;12574;2020-05-20;Vente;68000;78,05;2
13977;12575;2020-05-20;Vente;101240;30,22;1
13978;12576;2020-05-20;Vente;82000;31,82;1
13979;12577;2020-05-18;Vente;76500;27,13;2
13980;12578;2020-05-14;Vente;54500;65,38;4
13981;12535;2020-05-11;Vente;20000;25,61;1
13982;12579;2020-05-15;Vente;99200;31,96;2
13983;12580;2020-05-18;Vente;22000;35,5;1
13984;12581;2020-05-18;Vente;57400;35,84;2
13985;12582;2020-05-20;Vente;85000;29,16;2
13986;12583;2020-05-27;Vente;80000;92,43;4
13987;12584;2020-05-13;Vente;76900;67,49;4
13988;12585;2020-05-22;Vente;50000;82,53;3
13989;12586;2020-06-11;Vente;96370;30,25;2
13990;12587;2020-01-16;Vente;42520;15,33;1
13991;12588;2020-01-24;Vente;117400;45,24;2
13992;12589;2020-01-24;Vente;115000;35;2
13993;12590;2020-01-15;Vente;68000;21,55;1
13994;12591;2020-01-31;Vente;83665;28,88;2
13995;12592;2020-01-23;Vente;100000;23,44;2
13996;12593;2020-02-11;Vente;178000;42,53;3
13997;12594;2020-02-12;Vente;185000;74,89;4
13998;12595;2020-03-16;Vente;68000;69,33;4
13999;12596;2020-03-19;Vente;131800;40,65;2
14000;12597;2020-04-01;Vente;79000;83,22;5
14001;12598;2020-03-09;Vente;64000;70,3;3
14002;12599;2020-03-17;Vente;192000;50,76;3
14003;12600;2020-04-20;Vente;75500;27,51;2
14004;12601;2020-04-01;Vente;43550;20,56;1
14005;12602;2020-03-10;Vente;53750;20,4;1
14006;12603;2020-03-27;Vente;170000;63,67;3
14007;12604;2020-03-16;Vente;162000;90,15;4
14008;12605;2020-03-27;Vente;100000;83,44;4
14009;12606;2020-03-27;Vente;195300;105,66;5
14010;12607;2020-03-23;Vente;225800;61,34;3
14011;12608;2020-03-16;Vente;75000;60,24;4
14012;12609;2020-04-27;Vente;136000;54,1;2
14013;12610;2020-04-29;Vente;61000;68,41;4
14014;12611;2020-04-24;Vente;93732;61,78;3
14015;12612;2020-05-06;Vente;53000;20,24;2
14016;12613;2020-05-07;Vente;73000;43,61;2
14017;12614;2020-04-09;Vente;102000;28,05;2
14018;12615;2020-04-09;Vente;46500;34,84;1
14019;12616;2020-04-29;Vente;72000;38,8;2
14020;12617;2020-05-04;Vente;95000;47,84;2
14021;12618;2020-03-25;Vente;176915;91,95;4
14022;12619;2020-04-30;Vente;55500;29,97;1
14023;12620;2020-05-04;Vente;85000;30,45;2
14024;12621;2020-04-24;Vente;33000;37,65;2
14025;12622;2020-04-28;Vente;72810;26,16;2
14026;12623;2020-04-22;Vente;93500;38,76;2
14027;12624;2020-05-20;Vente;98000;27,85;1
14028;12625;2020-05-15;Vente;116600;63,11;3
14029;12626;2020-05-18;Vente;69830;57,53;3
14030;12627;2020-05-13;Vente;39000;35,03;2
14031;12628;2020-05-06;Vente;42500;36,92;2
14032;12629;2020-05-20;Vente;89000;27,4;2
14033;12630;2020-05-20;Vente;143000;63,29;2
14034;12631;2020-06-09;Vente;55000;25,77;1
14035;12632;2020-01-07;Vente;74000;30,62;2
14036;12633;2020-01-10;Vente;86000;37,18;1
14037;12634;2020-01-24;Vente;93000;47,48;3
14038;12635;2020-01-09;Vente;30500;32,19;2
14039;12636;2020-01-29;Vente;40000;26,2;2
14040;12637;2020-02-06;Vente;22500;22,74;1
14041;12638;2020-02-14;Vente;114000;44,24;2
14042;12639;2020-02-05;Vente;43290;26,87;1
14043;12637;2020-02-24;Vente;24000;23,15;1
14044;12640;2020-03-07;Vente;87000;36,05;2
14045;12641;2020-03-13;Vente;39000;28,22;1
14046;12642;2020-03-02;Vente;94000;54,48;3
14047;12643;2020-05-12;Vente;17500;11,06;1
14048;12644;2020-04-30;Vente;92000;54,77;2
14049;12645;2020-05-14;Vente;40000;33,93;1
14050;12646;2020-06-04;Vente;162000;111,39;2
14051;12647;2020-05-26;Vente;102600;35,35;3
14052;12648;2020-05-26;Vente;58000;64,1;3
14053;12649;2020-06-04;Vente;30000;20,95;1
14054;12650;2020-06-03;Vente;100000;43,89;2
14055;12651;2020-06-19;Vente;71000;43,85;3
14056;12652;2020-05-29;Vente;145000;66,56;4
14057;12653;2020-06-18;Vente;186000;57,62;3
14058;12654;2020-06-05;Vente;138000;70,1;2
14059;12655;2020-06-05;Vente;140000;69,59;3
14060;12656;2020-05-28;Vente;124000;36,44;2
14061;12657;2020-06-25;Vente;90000;58,3;2
14062;12658;2020-06-25;Vente;57000;21,2;1
14063;12659;2020-01-03;Vente;314500;108,84;4
14064;12660;2020-01-07;Vente;261470;29,02;1
14065;12661;2020-01-07;Vente;196500;53,05;2
14066;12662;2020-01-06;Vente;300000;51,01;2
14067;12663;2020-01-13;Vente;127350;23,59;2
14068;12664;2020-01-10;Vente;230800;45,51;1
14069;12665;2020-01-13;Vente;115000;16,5;1
14070;12666;2020-01-03;Vente;164720;32,82;1
14071;12667;2020-01-17;Vente;229000;66,63;3
14072;12668;2020-01-10;Vente;338000;114,88;4
14073;12669;2020-01-02;Vente;68900;20,02;1
14074;12670;2020-01-09;Vente;227600;140,2;6
14075;12671;2020-01-08;Vente;254000;43,01;2
14076;12672;2020-01-17;Vente;186600;44,88;2
14077;12673;2020-01-14;Vente;171000;65,73;4
14078;12674;2020-01-20;Vente;151385;55,63;2
14079;12675;2020-01-08;Vente;740000;119,31;5
14080;12676;2020-01-20;Vente;356200;63,38;3
14081;12677;2020-01-15;Vente;259400;69,83;3
14082;12678;2020-01-20;Vente;164000;54,4;2
14083;12679;2020-01-03;Vente;273080;75,31;3
14084;12680;2020-01-06;Vente;130000;28,17;3
14085;12681;2020-01-22;Vente;650000;21,72;1
14086;12682;2020-01-08;Vente;235294;27,5;1
14087;12683;2020-01-09;Vente;124650;53,63;2
14088;12684;2020-01-09;Vente;257800;71,6;3
14089;12685;2020-01-09;Vente;163000;73,39;4
14090;12686;2020-01-13;Vente;465000;85,09;2
14091;12687;2020-01-20;Vente;330000;68,82;4
14092;12688;2020-01-14;Vente;110000;62,87;3
14093;12689;2020-01-08;Vente;243010;100,55;5
14094;12690;2020-01-08;Vente;119000;24,8;1
14095;12691;2020-01-16;Vente;219000;45,61;2
14096;12692;2020-01-17;Vente;239150;28,06;1
14097;12693;2020-01-07;Vente;630000;143,12;3
14098;12694;2020-01-10;Vente;201400;57,48;3
14099;12695;2020-01-08;Vente;155490;32,43;2
14100;12696;2020-01-29;Vente;295000;53,26;2
14101;12697;2020-01-20;Vente;477130;74,67;4
14102;12698;2020-01-23;Vente;432500;117,6;2
14103;12699;2020-01-10;Vente;219000;42,04;2
14104;12700;2020-01-10;Vente;406000;66,13;3
14105;12701;2020-01-09;Vente;257200;33,53;2
14106;12702;2020-02-03;Vente;182000;57,48;3
14107;12703;2020-01-10;Vente;390600;60,04;3
14108;12704;2020-01-17;Vente;135000;29,74;1
14109;12705;2020-01-22;Vente;240000;44,6;2
14110;12706;2020-01-27;Vente;309000;64,73;3
14111;12707;2020-01-20;Vente;312092;60,04;2
14112;12708;2020-01-13;Vente;495250;81,58;2
14113;12709;2020-01-21;Vente;115500;21,77;1
14114;12710;2020-01-30;Vente;135000;95,61;4
14115;12711;2020-01-31;Vente;158430;68,98;3
14116;12712;2020-01-23;Vente;250000;59,31;3
14117;12713;2020-01-17;Vente;464450;75,33;3
14118;12714;2020-01-18;Vente;244000;48,09;3
14119;12715;2020-01-31;Vente;957000;125,32;2
14120;12716;2020-01-23;Vente;418800;62,71;2
14121;12717;2020-01-15;Vente;461500;94,81;3
14122;12718;2020-01-14;Vente;313800;71,76;3
14123;12719;2020-01-29;Vente;150000;52,51;3
14124;12720;2020-01-27;Vente;259300;76,58;4
14125;12721;2020-01-29;Vente;98724;17,41;1
14126;12694;2020-01-27;Vente;164000;50,85;1
14127;12722;2020-01-22;Vente;280950;64,6;2
14128;12723;2020-01-23;Vente;165000;77,05;4
14129;12724;2020-01-15;Vente;369000;107,96;5
14130;12725;2020-01-13;Vente;246700;53,14;2
14131;12726;2020-02-06;Vente;247000;37,67;2
14132;12727;2020-02-06;Vente;164000;42,95;2
14133;12728;2020-01-24;Vente;234000;64,86;4
14134;12729;2020-01-16;Vente;210000;47,02;2
14135;12730;2020-01-17;Vente;386900;85,02;3
14136;12731;2020-02-07;Vente;132850;55,3;3
14137;12732;2020-01-24;Vente;373800;63,41;2
14138;12704;2020-01-31;Vente;522100;107,46;5
14139;12733;2020-01-28;Vente;209050;70,09;4
14140;12734;2020-01-21;Vente;131705;49,95;2
14141;12735;2020-02-12;Vente;267810;45,56;2
14142;12736;2020-02-12;Vente;125000;25,43;1
14143;12737;2020-01-31;Vente;384000;82,21;4
14144;12738;2020-01-31;Vente;415590;93,03;3
14145;12739;2020-02-13;Vente;295000;51,58;1
14146;12740;2020-01-30;Vente;102200;41,61;1
14147;12741;2020-01-31;Vente;755000;123;5
14148;12742;2020-02-12;Vente;347000;52,39;2
14149;12743;2020-02-07;Vente;135000;52,89;3
14150;12744;2020-01-28;Vente;525700;104,27;4
14151;12745;2020-02-03;Vente;310000;68,25;3
14152;12746;2020-01-27;Vente;290000;53;2
14153;12747;2020-01-21;Vente;344800;62,86;3
14154;12748;2020-01-20;Vente;459500;67,21;2
14155;12749;2020-01-22;Vente;335000;72,1;3
14156;12750;2020-01-20;Vente;278750;76,93;3
14157;12751;2020-01-31;Vente;281867;87,39;3
14158;12752;2020-02-13;Vente;82000;17,9;1
14159;12731;2020-02-06;Vente;148500;54,73;3
14160;12753;2020-01-24;Vente;345750;79,63;3
14161;12754;2020-02-06;Vente;163630;24,62;1
14162;12755;2020-02-14;Vente;571050;91,34;4
14163;12756;2020-01-31;Vente;211000;35,17;1
14164;12757;2020-01-31;Vente;182450;54,26;2
14165;12758;2020-01-28;Vente;83000;23,07;1
14166;12759;2020-02-14;Vente;225290;25,5;1
14167;12760;2020-02-06;Vente;98000;24,19;1
14168;12761;2020-02-06;Vente;377000;85,05;4
14169;12762;2020-02-10;Vente;173000;68,03;4
14170;12763;2020-02-07;Vente;249000;48,76;2
14171;12764;2020-02-06;Vente;205500;82,3;4
14172;12765;2020-02-04;Vente;271020;53,07;3
14173;12766;2020-01-28;Vente;485250;62;3
14174;12767;2020-02-12;Vente;418970;114,68;4
14175;12768;2020-02-10;Vente;282500;43,43;2
14176;12769;2020-01-31;Vente;460000;78,52;2
14177;12770;2020-02-05;Vente;365000;65,55;3
14178;12771;2020-02-11;Vente;269000;37,6;6
14179;12772;2020-02-04;Vente;120000;86,95;5
14180;12773;2020-01-29;Vente;294000;60,04;3
14181;12774;2020-02-06;Vente;103250;32,79;1
14182;12775;2020-02-06;Vente;270000;109,38;6
14183;12776;2020-02-13;Vente;67900;6,89;1
14184;12777;2020-02-03;Vente;105000;29,77;1
14185;12778;2020-01-30;Vente;400000;157,67;4
14186;12779;2020-01-29;Vente;74500;19,32;1
14187;12780;2020-02-21;Vente;359000;64,31;3
14188;12781;2020-02-14;Vente;187000;40,05;2
14189;12782;2020-01-30;Vente;164000;52,5;3
14190;12783;2020-02-14;Vente;559000;123,35;4
14191;12784;2020-02-14;Vente;363000;67,2;3
14192;12785;2020-02-14;Vente;1110000;175,28;4
14193;12786;2020-02-17;Vente;393880;78,87;3
14194;12787;2020-02-06;Vente;312000;62,22;3
14195;12788;2020-02-13;Vente;138000;17,47;1
14196;12789;2020-02-18;Vente;1220000;238,63;6
14197;12790;2020-02-20;Vente;215000;35,51;1
14198;12791;2020-02-17;Vente;225000;116,21;6
14199;12792;2020-02-19;Vente;78000;21,77;1
14200;12793;2020-02-29;Vente;189500;50,65;2
14201;12794;2020-02-28;Vente;299000;71,46;3
14202;12795;2020-02-28;Vente;225000;32,46;1
14203;12796;2020-02-06;Vente;200000;25,19;1
14204;12797;2020-02-13;Vente;252000;52,46;2
14205;12798;2020-02-18;Vente;106900;22,57;2
14206;12799;2020-02-28;Vente;257300;66,75;3
14207;12719;2020-02-20;Vente;71500;16,17;1
14208;12800;2020-02-28;Vente;240295;39,03;2
14209;12801;2020-02-28;Vente;344600;69,6;3
14210;12802;2020-02-19;Vente;247700;88,31;4
14211;12803;2020-02-18;Vente;194200;40,05;2
14212;12804;2020-02-19;Vente;326400;83,83;4
14213;12805;2020-02-27;Vente;298350;48,68;2
14214;12806;2020-02-20;Vente;315000;44,96;1
14215;12807;2020-02-28;Vente;114010;15,82;1
14216;12808;2020-01-31;Vente;265000;54,61;2
14217;12809;2020-03-02;Vente;357000;71;3
14218;12810;2020-02-28;Vente;747200;142,09;5
14219;12811;2020-02-12;Vente;59000;35,78;1
14220;12812;2020-03-04;Vente;285000;40,29;2
14221;12813;2020-03-06;Vente;154020;56,92;3
14222;12814;2020-02-20;Vente;107000;18,62;1
14223;12752;2020-03-04;Vente;67000;18,33;1
14224;12815;2020-02-18;Vente;417000;62,49;3
14225;12816;2020-02-13;Vente;965159;132,8;4
14226;12817;2020-02-24;Vente;166000;55,63;3
14227;12818;2020-02-20;Vente;303000;68,18;3
14228;12819;2020-02-19;Vente;190270;45,79;2
14229;12820;2020-02-21;Vente;155000;26,95;1
14230;12821;2020-02-21;Vente;184750;28,92;2
14231;12822;2020-02-24;Vente;645000;109,46;5
14232;12823;2020-02-21;Vente;140000;68,12;4
14233;12806;2020-02-26;Vente;340500;43,85;2
14234;12824;2020-03-09;Vente;290800;56,23;2
14235;12825;2020-02-28;Vente;582500;129,12;6
14236;12826;2020-03-05;Vente;371300;100,52;4
14237;12827;2020-02-17;Vente;78000;57,84;3
14238;12828;2020-02-17;Vente;107000;58,7;2
14239;12829;2020-03-10;Vente;580000;91,11;3
14240;12830;2020-02-28;Vente;407750;85,24;4
14241;12831;2020-03-05;Vente;232800;38,87;1
14242;12832;2020-03-09;Vente;196031;74,18;3
14243;12833;2020-03-20;Vente;176610;61,69;3
14244;12834;2020-03-16;Vente;631780;101,84;4
14245;12835;2020-03-16;Vente;213500;36,81;2
14246;12836;2020-03-17;Vente;323000;63,82;3
14247;12837;2020-03-11;Vente;106000;39,54;1
14248;12838;2020-03-20;Vente;79400;18,6;1
14249;12839;2020-03-04;Vente;159900;73,52;3
14250;12749;2020-03-23;Vente;255000;46,58;2
14251;12749;2020-03-25;Vente;300000;49,6;2
14252;12840;2020-02-27;Vente;229000;35;1
14253;12781;2020-03-17;Vente;239000;63,24;3
14254;12841;2020-03-12;Vente;415000;69,02;3
14255;12773;2020-03-13;Vente;325100;65,04;3
14256;12842;2020-03-31;Vente;585000;107,85;5
14257;12843;2020-03-18;Vente;165000;31,06;1
14258;12844;2020-03-17;Vente;380000;81,24;4
14259;12845;2020-03-16;Vente;126000;41,85;2
14260;12846;2020-03-24;Vente;509920;88,45;2
14261;12847;2020-03-09;Vente;498000;147,24;6
14262;12848;2020-03-17;Vente;269500;44,56;2
14263;12849;2020-03-12;Vente;138300;78,94;4
14264;12850;2020-03-25;Vente;490500;91,03;3
14265;12851;2020-03-26;Vente;150000;39,84;1
14266;12852;2020-03-12;Vente;96200;32,28;1
14267;12853;2020-03-12;Vente;215000;20,73;2
14268;12854;2020-03-27;Vente;117000;24,54;1
14269;12855;2020-03-17;Vente;480000;73,87;3
14270;12856;2020-03-16;Vente;426045;69,69;2
14271;12857;2020-03-26;Vente;218980;39,57;2
14272;12858;2020-03-27;Vente;125200;29,85;2
14273;12859;2020-04-10;Vente;180000;39,02;2
14274;12695;2020-04-08;Vente;89000;14,02;1
14275;12860;2020-03-17;Vente;320000;70,65;3
14276;12861;2020-03-31;Vente;1000000;212,17;4
14277;12862;2020-04-10;Vente;183090;20,83;1
14278;12863;2020-04-06;Vente;269000;56,02;3
14279;12864;2020-04-06;Vente;523000;93,82;4
14280;12865;2020-04-01;Vente;315950;71,87;3
14281;12866;2020-03-20;Vente;227000;46,41;2
14282;12867;2020-03-16;Vente;259740;41,83;2
14283;12868;2020-03-10;Vente;462600;81,78;3
14284;12869;2020-04-16;Vente;307000;64,64;2
14285;12870;2020-04-17;Vente;192237;72,96;3
14286;12870;2020-04-17;Vente;193057;65;3
14287;12871;2020-04-09;Vente;1411000;221,56;6
14288;12872;2020-04-08;Vente;70000;18,19;1
14289;12873;2020-04-10;Vente;482900;89,93;4
14290;12874;2020-04-16;Vente;234000;48,74;3
14291;12875;2020-04-17;Vente;450900;89,76;4
14292;12876;2020-04-15;Vente;175000;45,77;2
14293;12877;2020-03-30;Vente;449300;115,21;4
14294;12878;2020-04-03;Vente;559000;119,62;5
14295;12879;2020-04-09;Vente;300000;63,2;2
14296;12880;2020-04-17;Vente;505000;89,51;4
14297;12881;2020-04-17;Vente;200000;37,12;1
14298;12882;2020-04-06;Vente;121420;67,05;3
14299;12883;2020-04-08;Vente;431900;67,17;2
14300;12884;2020-04-27;Vente;750000;124,75;4
14301;12885;2020-04-29;Vente;192200;79;3
14302;12886;2020-04-24;Vente;510000;97,65;2
